_id,word1,word2
739,መታ,"Rukutuu, dhawuu"
740,መታመም,Dhukubsachuu
741,መታመን,Amanamuu
742,መታረቅ,Araaraamuu
743,መታሸት,Sukkuummaan
744,መታነቅ,Hudhamuu
745,መታከም,Wal’aanamuun
746,መታወር,"Jaamu, Jaamuu"
747,መታወቂያ,Eenyumeessaa
748,መታወቅ,Baramuu
749,መታዘዝ,"Abboomu, Ajajamuu"
750,መታየት,"Ilaalamu, Laalamu, Mul’achuu, Mulachuu"
751,መታየትም,Ilaalamanus
752,መታገል,"Falmuu, Qabsaa’uu"
753,መታገስ,Obsuu
754,መታጠብ,Dhiqachaa
755,መታጣት,Dhabamuu
756,መታጨት,Naqata
757,መትከል,"Dhaabu, Dhaabuu"
758,መትፋት,Tufuu
759,መቶ,"Dhibba, Dhiibba"
760,መቶኛ,Dhibbaffaa
761,መቸርቸር,Qanxabuu
762,መቸገር,Rakkaachuu
763,መቻል,"Danda’uu, Dandahuu"
764,መቻኮል,Jarjaruu
765,መቼ,Yoom
766,መቼም,Yoomiyyuu
767,መቼት,Yoomessa
768,መቾኮል,Jarjaruu
769,መነሳሳት,Kaka’uu
770,መነሳት,"Ka’uu, Kaa’uu"
771,መነሻ,Jalqaba
772,መነሾ,"Ka’umsa, Ka’umsaa"
773,መነቀስ,Tumachuu
774,መነቅነቅ,Raasaa
775,መነቆር,Dallansiisa
776,መነኩሲት,Gaaltama
777,መነካት,Tuqamu
778,መነደፍ,Hiddaamu
779,መነጨ,"Burqe, Maddee"
780,መነጫነጭ,Amala dhabuu
781,መነጽር,"Fulee ijaa, manzaraa"
782,መነፅር,Kaalaa
783,መናቅ,"Tuffachuu, Tuffannaa"
784,መናከስ,Ciniinuu
785,መናደድ,Aaruu
786,መናገር,"Dubachuu, Dubbachuu"
787,መናገሻ,Mannaagashaa
788,መናፈቅ,Yaadamuu
789,መንሰር,Funuuna
790,መንሸራተት,"Mucucaa’u, Sigigaataa, Sololaachu"
791,መንቀል,"Buqqaasuu, Buqqisu, Buqqisuu"
792,መንቀሳቀስ,Socho’uu
793,መንቀጥቀጥ,"Hollachaa, Kirkira"
794,መንቀፍ,Gufachiisuu
795,መንቃት,Dammaquu
796,መንበርከክ,Jilbiiffachuu
797,መንታ,Lakku
798,መንታዎች,Lakku
799,መንከስ,Ciniinuu
800,መንከር,"Cuuphuu, Dhuubuu"
801,መንከባለል,Suutatti
802,መንከባከብ,Kunuunsuu
803,መንካት,Tuquu
804,መንደር,"Ganda, araddaa"
805,መንደርተኛ,Nama gandaa
806,መንደፍ,Hiddu
807,መንዳት,Oofuu
808,መንገር,Himu
809,መንገደኛ,Karaa-deemaa
810,መንገዳገድ,Gatantara
811,መንገድ,"Daandii, Dandii, Karaa, Karraa"
812,መንገድ ላይ,Karaarraa
813,መንጋ,"Hoomaa, Tuta"
814,መንጋጋ,"A’ama, Boqoo"
815,መንግሥታት,Mootummotaa
816,መንግስታት,Mootummaawwan
817,መንግሥት,Mootummaa
818,መንግስት,Mootummaa
819,መንግስቶች,Mootummoonni
820,መንጎራደድ,Asii fi achi deemuu
821,መንጠቅ,Butuu
822,መንጠባጠብ,Cobuu
823,መንጣት,Addaachuu
824,መንፀባረቅ,Calaqisiisin
825,መንጻት,Qulqullaa’uu
826,መንፈስ,Hafuura
827,መንፊተ,Hafuura
828,መንፋት,Afuufuu
829,መንፏቀቅ,Foqoqa
830,መኖሪያ,"Bultuma, Galma, Mana"
831,መኖር,"Jiraachu, Jiraachuu"
832,መኖር ነዉ,Jiraachuudhaa
833,መኖክሲት,Gaaltama
834,መኖክሴ,Moloksee
835,መኣት ነው,Baayyeedha
836,መከላከል,"Dhawwatu, Ittisuu"
837,መከላከያ,Ittisa
838,መከልከል,"Dhawwatu, Dhoorkuu, Dhorkuu, Ittifamu, Ittisuu"
839,መከሰስ,Himatamu
840,መከረ,Gorse
841,መከራ,"Rakina, Rakkoo"
842,መከራከር,"Falmu, Walfalmuu"
843,መከር,Biraa
844,መከበር,Kabajamu
845,መከባበር,"Wal kabajuu, Wal-Kabajuu"
846,መከተል,"Hordofuu, duukaa, bu’uu"
847,መከተብ,"Katabbii, Talaaluu"
848,መከታተል,"Daaw’achuu, Hordofuu"
849,መከናወን,"Fiixa baasuu, Xumuruu, Hojjachuu"
850,መከፈት,Banuu
851,መከፋፈል,"Qoodamuun, Wal qooduu"
852,መኩሪያ,Kan ittiin of tuulan
853,መኩራት,"Boonuu, Kooruu"
854,መኪና,"Konkolaataa, Mekinaa"
855,መኪናዎች,Konkoolaatawwan
856,መካሪ,Gorsaan
857,መካሪዎች,Gorsitoota
858,መካብ,Tuuluu
859,መካኒክ,Makaanikii
860,መካን,Maseena
861,መካከለኛ,Giddugaleessa
862,መካከል,Jidduu
863,መክሳት,Huuqqachuu
864,መክሸፍ,"Dadhabuu, hanqata"
865,መክበብ,"Marsuu, itta naannawa"
866,መክደን,"Cuunfu, Cuuqaaluu, Qadaadduu, Qadaaduu"
867,መክፈል,"Kafaluu, Kaffaluu"
868,መክፈት,Banuu
869,መክፈቻ,Bantuu
870,መኮላተፍ,"Cabaqaa, Cabaquu"
871,መኮምጠጥ,Dhaangaga’u
872,መኮርኮር,"Kurkuruu, Qirqirsa"
873,መወለድ,Dhalachuu
874,መወሰን,"Murteeffamu, Murteessuu"
875,መወርወር,Darbachuu
876,መወከል,Bakka bu’aa
877,መወያየት,"Marii, marihachuu"
878,መወዳደር,"Dorgomuu, Wal dorgomuu"
879,መወዳጀት,"Hiriyaa, michu"
880,መወጣጫ,Yaabbannoo
881,መዋል,Ooluu
882,መዋስ,Ergifachuu
883,መዋረድ,Salphachuu
884,መዋሸት,"Kijibuu, Sobuu"
885,መዋቅር,Caasaa
886,መዋብ,"Babareeduu, Miidhagu"
887,መዋኘት,Daakaa
888,መዋዋስ,Ergifannaa
889,መዋያ,Oolmaa
890,መዋጋት,Wal loluu
891,መዋጣት,Walitti buufachuu
892,መዋጥ,"Liqimsu, Liqimsuu"
893,መዋጮ,Buusii
894,መውለድ,"Dhaluu, daha"
895,መውሰድ,"Fudhachuu, fudhataa"
896,መውረር,Weerara
897,መውረድ,Bu’uu
898,መውቂያ,Tumtuu
899,መውደም,Kufuu
900,መውደቅ,Kufuu
901,መውጋት,Waraanaa
902,መውጣት,Ba’uu
903,መውጫ,Ba’umsa
904,መዉለድ,"Da’uu, Dahumsa, Dhalluu"
905,መዉሰድ,Fudhachu
906,መዉቀስ,Komachuu
907,መዉደድ,"Jaalachuu, Jaaladhu"
908,መዉጋት,Waraanuu
909,መዉጣት,Yaabbuu
910,መዉጫ,"Karaa ittin bahan, ba’uu"
911,መዘመር,Faarfachuu
912,መዘረፍ,Saamamuu
913,መዘርዘር,"Calleessuu, Sharafuu"
914,መዘዋወር,Jijjiiramuu
915,መዘዝ,Rakkina boodaa dhufu
916,መዘየድ,Falachuu
917,መዘገበ,Gabaasuu
918,መዘጋጀት,Qopha’u
919,መዘፍዘፍ,"Afanfajjaawaa, sammuun yaaduu dadhabuu"
920,መዝለል,Utaaluu
921,መዝሙር,Faarfannaa
922,መዝረፍ,Saamuu
923,መዝራት,Facaasuu
924,መዝነብ,Roobuu
925,መዝናናት,Bashananaa
926,መዝናኛ,"Boohartii, Iddoo bashananaa"
927,መዝን,Madaali
928,መዝገብ,Galmee
929,መዝጋቢ,Galmeessaa
930,መዝጋት,"Cufu, Cufuu"
931,መዝግቡ,Galmeessa
932,መዝፈን,Weeddisuu
933,መዞር,Naanna’uu
934,መያዝ,"Qabachuu, Qabuu"
935,መያዣ,Qabaa
936,መያያዝ,Walqabachuu
937,መደልፈያ,Falfala
938,መደመር,"Eda’uu, Ida’uu, Idaa’amu"
939,መደማመጥ,Waldhagahuu
940,መደምሰስ,Mancaasuu
941,መደሰት,"Gammaddu, Gammaduu"
942,መደሰቻ,"Gammachuu, kofala"
943,መደረግ,"Godhamu, Taasifamu"
944,መደራረብ,Walirra
945,መደራጀት,"Gurmaa’ina, Ijaaramuu"
946,መደርደር,"Sirreessuu, qinddeessu"
947,መደበ,Ramaduu
948,መደበቅ,"Dhokachuu, Dhooksuu"
949,መደበኛ,"Ifa kan tahe, waan godhamuu qabu"
950,መደባለቅ,"Makamuu, Walitti makuu"
951,መደባደብ,Wal-Reebuu
952,መደብ,"Madabbii, Ramaddii"
953,መደብደብ,Tuumuu
954,መደነቅ,Dinqifamuu
955,መደናገር,Joonja’uu
956,መደንቆር,Duuduu
957,መደንዘዝ,Adoodu
958,መደንገጥ,"Muufachuu, Nahuu, Rifachuu"
959,መደወል,Bilbiluu
960,መደገፍ,"Gargaarsa, utubuu, gargaaruu"
961,መደፍረስ,Boora’uu
962,መዳመጥ,Wahiin dhawuu
963,መዳን,"Fayyu, Fayyuu"
964,መዳፍ,Barruu
965,መድሀኒት,Qoricha
966,መድሐኒት,Qoricha
967,መድሃኒት,"Dawaa, Qorich"
968,መድኃኒት,Dawaa
969,መድማት,Dhiiguu
970,መድረስ,"Ga’u, Ga’uu"
971,መድረቅ,Goguu
972,መድረክ,"Waltajjii, Wal-Tajjii"
973,መድከም,"Dadhabu, Dadhabuu"
974,መድገም,Irra deebi
975,መድፈኛ,Cuuqqaalaa
976,መድፋት,Dhangalaasuu
977,መድፍ,Cufuu
978,መዶሻ,Madoshaa
979,መጀመሪያ,"Calqabaa, Dura, Dursee, Jalqaba"
980,መጀመር,Jalqabu
981,መጅ,Majii
982,መገልበጥ,"Galagaluu, Garagalchu, Gargalchi"
983,መገመት,Tilmaamuu
984,መገምገም,Xinxilanii laaluu
985,መገሰፅ,Ifachuu
986,መገረም,Dinqisiifachuu
987,መገረዝ,Dhaqana qabaa
988,መገበባያ,Iddoobittaa fi gurgurtaa
989,መገናኘት,Quunamuu
990,መገናኛ,"Waliin xuquu, walitti dhufeenya"
991,መገንባት,"Ijaarachuu, Ijaaru"
992,መገኘት,Argamuu
993,መገዛት,Kannu
994,መገደብ,Daangeessuu
995,መገጣጠሚያ,"Duguguruu, mitika"
996,መጉዳት,Miidhuu
997,መጋለብ,"Gulufsiisaa, Gulufuu"
998,መጋለጥ,"Saaxilamanii, Saaxilamuu, Saxilamnu"
999,መጋረጃ,Golgaa
1000,መጋራት,Qooddachuu
1001,መጋበዝ,Afeerru
1002,መጋቢት,Bittooteessa
1003,መጋብት,Bitootessa
1004,መጋዝ,Magaazi
1005,መጋዝን,Magazina
1006,መጋገር,Tolchuu
1007,መጋጠም,Walitti ba’uu
1008,መጋጥ,Dheeduu
1009,መጋፈጥ,Dura dhaabbachuu
1010,መግለጫ,"Beeksisuu, beeysiisu"
1011,መግለጫ ,"Beeksisuu, beeysiisu"
1012,መግለጽ,Ibsuu
1013,መግል,Malaa
1014,መግመጥ,Cufattee
1015,መግረዝ,Absuummaa
1016,መግረፍ,Reebuu
1017,መግቢያ,Seensa
1018,መግባት,"Galu, Seennu"
1019,መግብያ,Seensa
1020,መግደል,Ajjeesu
1021,መግጨት,Itti bu’uu
1022,መግፋት,Dhiibu
1023,መጎልመስ,Ga’eessa ta’uu
1024,መጎምጀት,Kajeelaa
1025,መጎረር,Ofjajjuu
1026,መጎበዝ,"Jabina, cimina, jabumma"
1027,መጎተት,Harkisuu
1028,መጎተቻ,Harkistuu
1029,መጎንጎን,Xaxuu
1030,መጎንጨት,"Abuuqachu, Habuuqa"
1031,መጎዳት,"Miidhuu, midhaa"
1032,መጠለያ,Iddoo baqaa
1033,መጠማት,Dheebuu
1034,መጠማት ,Dheebochuu
1035,መጠምዘዝ,Miciiramu
1036,መጠምጠም,Maruu
1037,መጠረብ,Soofuu
1038,መጠራቀም,Kuufamuu
1039,መጠራት,Waamamu
1040,መጠራጠር,Shakkuu
1041,መጠርጠር,Shakkuu
1042,መጠቀም,"Faayyadamnu, Fayadamuun, Fayyadamuu, Gargaaramu"
1043,መጠቅለል,"Marachuu, xaxuu"
1044,መጠቅጠቅ,Utubuu
1045,መጠቋቆር,Gurraacha’uu
1046,መጠበቅ,"Eegamu, Eeguu"
1047,መጠባበት,Eeggachuu
1048,መጠን,"Hammam, qixxee, qixxaayina"
1049,መጠንከር,Jabaachuu
1050,መጠዝጠዝ,Dhikkifatu
1051,መጠየቅ,"Gaafachuu, Gaaffatamu, Gafachuu"
1052,መጠጋት,"Maxxanuu, Siiquu, Siiquun"
1053,መጠጠ,"Xuuxuu, caqafamuu"
1054,መጠጣት,Dhuguu
1055,መጠጥ,"Dhugaati, Dhugaatii"
1056,መጠጦች,Dhugaatii
1057,መጠፍጠፍ,Dhoobuu
1058,መጡ,Dhufan
1059,መጣ,"Dhufe, Dhufee"
1060,መጣላት,"Loluu, Walloluu"
1061,መጣል,"Gatamu, Gatuu"
1062,መጣር,Carraaqu
1063,መጣበብ,Dhiphina
1064,መጣች,Uufftee
1065,መጣን,Dhufne
1066,መጣጥፍ,Barruu
1067,መጣጥፎች,Angowanii
1068,መጤ,Godaantuu
1069,መጥለፍ,"Butuu, haawwatuu"
1070,መጥላት,"Jibbu, Jibbuu"
1071,መጥመቅ,Cuuphuu
1072,መጥመድ,Kiyyoo
1073,መጥረቢያ,Qottoo
1074,መጥረብ,Soqanii waa tolchuu
1075,መጥረብያ,Qottoo
1076,መጥረጊያ,Harataa
1077,መጥረግ,"Haxaa’u, Haxaa’uu"
1078,መጥረግያ,"Qotto, dhakaraa"
1079,መጥራት,Waamuu
1080,መጥቀም,"Fayyadu, Fayyaduu"
1081,መጥቀስ,"Wabii, maqaa dhahuu"
1082,መጥበስ,Waadu
1083,መጥበብ,Dhiphoo
1084,መጥባት,"Hodhuu, Xuuxuu"
1085,መጥገብ,"Qufuu, Quufuu"
1086,መጥፋት,"Baduu, dhabamuu"
1087,መጥፎ,"Gadhee, Hamaa, Hamaa+A113, Yaraa"
1088,መጥፎ ሰዉ,Hamtuu
1089,መጨመር,"Dabaluu, idda’uu"
1090,መጨረስ,"Raaw’achuu, Xumuruu"
1091,መጨረሻ,Xumura
1092,መጨቆን,Dhiibuu
1093,መጨበጥ,Qabuu
1094,መጨነቅ,"Dallina, dallanuu"
1095,መጨፍለቅ,Cabsuu
1096,መጫረሻ,Dhuma
1097,መጫን,"Dhiibuu, dhibbaa"
1098,መጫወት,"Haasa’uu, Taphachuu, Xabachuu"
1099,መጭመቅ,Cuunfu
1100,መጮህ,"Iyyuu, Waccuu"
1101,መፀለይ,Kadhachuu
1102,መፀፀት,Gaabbuu
1103,መጻፍ,Barreessuu
1104,መፃፍ,Katabuu
1105,መጽሐፍ,Kitaaba
1106,መጽሃፍ,Kitaaba
1107,መጽሃፍ ቤት,Manakitaabaa
1108,መጽሃፎች,Kitaabitoota
1109,መፅሃፎች,Kitaaboota
1110,መጽሄት,Matseetii
1111,መፅሄት,Barruulee
1112,መጽናናት,Jajjabaachuu
1113,መጽናኛ,Kan itti jajjabaatan
1114,መጾም,"Laamii, soomana"
1115,መፈለግ,"Barbaacha, Barbaaduu, Fedhuu"
1116,መፈልፈል,Saphapheessuu
1117,መፈልፈያ,Falfala
1118,መፈቅፈቅ,Riguu
1119,መፈተሸ,Sakatta’uu
1120,መፈንቀል,"Ol kaasuu, lafaa fuudhuu"
1121,መፈንከት,Buruqsu
1122,መፈንደቅ,Buraaqa
1123,መፈንዳት,Dhoohuu
1124,መፈክር,Dhaadannoo
1125,መፈወስ,Fayyuu
1126,መፈጠር,"Kalaqamu, Uumamuu"
1127,መፈጸም,Raawwachuu
1128,መፈፀም,Raawwachuu
1129,መፋቂያ,Rigaa
1130,መፋቅ,Suufuu
1131,መፍለቅለቅ,Kolfuu
1132,መፍለጥ,Falaxuu
1133,መፍላት,Danfisuu
1134,መፍረስ,"Diigamuu, Jigu"
1135,መፍረድ,Faraduu
1136,መፍራት,Sodaachuu
1137,መፍቀድ,"Hayyamuu, eeyyamuu"
1138,መፍቲሄ,Furmaata
1139,መፍታት,Hiikuu
1140,መፍትሄ,Furmaata
1141,መፍትሔ,Furmaata
1142,መፍዘዝ,Faajja’uu
1143,መፍጠር,Uumuu
1144,መፍጠን,"Mudachuu, Si’achuu"
1145,መፍጨት,Daakuu
1146,መፎከር,Baanuu
1147,ሙሉ,Guutuu
1148,ሙላ,Guuti
1149,ሙስሊም,Musliima
1150,ሙስና,Malaammaltummaa
1151,ሙሽሪት,Idaya
1152,ሙሽራ,Misirroo
1153,ሙሽጥ,Filtuu
1154,ሙቀት,"Bulluqa, Ho’a, Ho’aa, Ho’insi, O’aa, Oo’uu"
1155,ሙቀጫ,"Mmooye, Mooye, Mooyyee, Moyyee"
1156,ሙቅ,O’aa
1157,ሙቅ፣ትኩስ,Ho’aa
1158,ሙከራ,"Carraaqqii, Yaa’ii, Yaalii"
1159,ሙከራ/ጥረት,Carraaqqii
1160,ሙከራዉ,Yaalicha
1161,ሙዚቀኛ,Muuziqeessaa
1162,ሙዚቃ,"Muuziiqaa, Muuziqaa"
1163,ሙዚየም,Golambaa
1164,ሙዝ,Muuzii
1165,ሙያ,Ogummaa
1166,ሙገሳ,Faarsaa
1167,ሚሊየን,Miiliiyoonii
1168,ሚሊዮን,Miiliyoona
1169,ሚልዮን,Miiliiyoonii
1170,ሚስማር,Mismaara
1171,ሚስት,Niitii
1172,ሚስቶች,Haadha manawota
1173,ሚስጥር,Icciitii
1174,ሚኒስተር,Ministeera
1175,ሚኒስቴር,Ministeera
1176,ሚዛን,Mizaana
1177,ሚያንቀላፋ,Mugdu
1178,ሚያዚያ,Ebla
1179,ሚያዝያ,Ebla
1180,ሚዲያ,Miidiyaa
1181,ሚዶ,Filtuu
1182,ሚጣ,Mixaa
1183,ሚጥሚጣ,"Mimmixa, Miximixaa"
1184,ማኀበራዊ,Hawaasuuma
1185,ማሃንዲስ,Maandisa
1186,ማሃይም,Wallaalaa 
1187,ማህበረሰብ,Hawaasa
1188,ማኅበረሰብ,Hawaasa
1189,ማህበራት,Waldaalee
1190,ማህበር,Waldaa
1191,ማሕበር,Walda’a
1192,ማህተም,Chaappaa
1193,ማህደር,Doosee
1194,ማሕደር,Faayila
1195,ማህፀን,Gadameessa
1196,ማለ,Kakatee
1197,ማለማመድ,Shaakaluu
1198,ማለስለስ,Laaffisuu
1199,ማለቅ,Dhumuu
1200,ማለብ,Eleemuu
1201,ማለት,"Jachu, Jechaan, Jechuu, Jechuun"
1202,ማለት ነዉ,"Jachuudha, Jechuudhaa"
1203,ማለትም,Jachuunis
1204,ማለደ,Bariise
1205,ማለዳ,"Bari, Suubii, Suuhbii"
1206,ማለፍ,Darbuu
1207,ማለፍያ,Daandii ittii lufan
1208,ማልማት,Misoomsuu
1209,ማልቀስ,Boo’uu
1210,ማመልከት፣መናገር,Himachuu
1211,ማመልከቻ,"Iyata, Iyyata"
1212,ማመሳሰል,"Wal fakkeessuu, Wal-Fakkeessu"
1213,ማመሳከሪያ,Walitti fakkeessuu
1214,ማመስከር,Wabeeffannoo
1215,ማመርቀዝ,Itti hammeessuu
1216,ማመቻቸት,Mijeeffachuu
1217,ማመን,"Amanu, Amanuu"
1218,ማመንጀግ,Alanfachuu
1219,ማመዛዘን,Madaaluu
1220,ማመጣኛ,Kadhachuu
1221,ማማሰል,Sochoosu
1222,ማማሰያ,Mamaassa
1223,ማማት,Hamii
1224,ማማከር,Gorsa gaafachuu
1225,ማምለክ,Waaqeffachuu
1226,ማምለጥ,"Baqachuu, Miliquu"
1227,ማምረት,"Oomishu, Oomishuu"
1228,ማምሻ,Dimimmisa
1229,ማምጣት,Fiduu
1230,ማሞቂያ,Kan hoo;isu
1231,ማሞቅ,Hoo’isuu
1232,ማሞኘት,Gowoomsuu
1233,ማሞገስ,Jajuu
1234,ማሟላት,Guutuu
1235,ማሟሟቅ,Ho’isuu
1236,ማሟረት,Farrisuu
1237,ማሰላሰል,Xiinxaalu
1238,ማሰልጠን,Leenjisuu
1239,ማሰልጠኛ,Iddo leenjii
1240,ማሰማራት,Qubachiisuu
1241,ማሰራት,Hojjachiisu
1242,ማሰራጨት,Raabsuu
1243,ማሰር,Hidhuu
1244,ማሰሮ,Okkotee
1245,ማሰቡ,Yaaduun
1246,ማሰብ,"Yaadduu, Yaaduu"
1247,ማሰብ/መፍራት,Yaadda’uu
1248,ማሰናዳት,Qopheessuu
1249,ማሳለፍ,Dabarsu
1250,ማሳል,Qufa’uu
1251,ማሳመር,Bareechu
1252,ማሳመን,"Amansiifta, Amansiisuu"
1253,ማሳሰቢያ,"Yaadachiisa, Yadachisa"
1254,ማሳሰብ,Yaadachiisuu
1255,ማሳሰብያ,Hubachiisa
1256,ማሳሳት,Dogongorsuu
1257,ማሳረፍ,Haara galfachuu
1258,ማሳቅ,Kofalchiisu
1259,ማሳተም,Maxxanfachuu
1260,ማሳነስ,"Xinneessuu, Xiqqeessuu"
1261,ማሳከክ,Hoqxoo
1262,ማሳወቅ,Beeksisu
1263,ማሳየት,"Agarsiisuu, Mulisuu"
1264,ማሳየት ነዉ,Agarsiisudha
1265,ማሳያ,Agarsiisaa
1266,ማሳደስ,Haaromsuu
1267,ማሳደድ,Ar’uu
1268,ማሳደግ,Guddisuu
1269,ማሳጅ/መታሸት,Sukuuma
1270,ማሳጠር,Gabaabsuu
1271,ማሳጠር ነዉ,Gabaabsudha
1272,ማስለመድ,Madaqsuu
1273,ማስሊያ,Kan itin herregaamu
1274,ማስመለስ,Balaqqamsiisuu
1275,ማስመሰል,"Akkeessuu, Fakkeessuu, Fakkeesuu"
1276,ማስመሪያ,Sarartuu
1277,ማስመር,Seeruu
1278,ማስሞላት,Guuchisuu
1279,ማስረዘም,Dheereessuu
1280,ማስቀመጥ,"Kaayuu, Keewwachuu, Teesisuu, Teessisa"
1281,ማስቀመጫ,Meeshaa waa keessa kaa’an
1282,ማስቀረት,Hambisuu
1283,ማስቀየር,Jijjiirsifachuu
1284,ማስቀደም,Dursuu
1285,ማስቆላት,Akaawuu
1286,ማስበለጥ,Caalchiisu
1287,ማስተላለፊያ,Dabarsaa
1288,ማስተላለፍ,Dabarfachuu
1289,ማስተማር,Barsiisuu
1290,ማስተናገድ,Keessummeessisa
1291,ማስተኛት,Ciibsuu
1292,ማስተካከል,"Qajeelchuu, Sirreessuu, Tottolchuu"
1293,ማስተካከያ,Qajeelfamaa
1294,ማስተዋል,Hubachuu
1295,ማስተዳደር,"Bulchu, Oogganuu"
1296,ማስቲካ,Maastiikaa
1297,ማስታረቅ,Araarsu
1298,ማስታወሰ,Yaadachuu
1299,ማስታወስ,Yaadachuu
1300,ማስታወሻ,"Yaadachiisaa, Yaadannoo"
1301,ማስታወቂያ,"Beeksiisa, Beeksisa"
1302,ማስታወቅ,Beeksisuu
1303,ማስታወክ,Balaqqamsiisuu
1304,ማስቸገር,Rakkisuu
1305,ማስቻል,Dandeessisuu
1306,ማስቾኮል,Sardamsuu
1307,ማስነሳት,Kaachisu
1308,ማስነጠስ,Axxissoo
1309,ማስነፋት,Afuufsisuu
1310,ማስከር,Macheessuu
1311,ማስወሰድ,Fudhachiisuu
1312,ማስወረድ,Gatachuu
1313,ማስወራድ,Buusuu
1314,ማስወደቅ,Kuffisu
1315,ማስወገድ,Dhabamsiisuu
1316,ማስዋብ,"Haalluu, Miidhagsuu"
1317,ማስያዝ,Qabsiisuu
1318,ማስደነቅ,Ajaa’ibsiisu
1319,ማስደንገጥ,"Mufachiisuu, Rifaachiisu"
1320,ማስደገፍ,Hirkisuu
1321,ማስገረም,Dinqisiisu
1322,ማስገበር,To’annaa jala galchuu
1323,ማስጌጥ,Bareechisuu
1324,ማስጌጫ ,Kan miidhagsu
1325,ማስጎመጀት,Dharraasisuu
1326,ማስጠበቅ,Eegsisu
1327,ማስጠናት,Qorachiifte
1328,ማስጠንቀቂያ,Akeeka
1329,ማስጠንቀቅ,Akeekkachiisuu
1330,ማስጠንቀቅያ,Hubachiisa
1331,ማስጨነቅ,Cinquu
1332,ማስጫን,Feesisu
1333,ማስፈለግ,Barbaachisu
1334,ማስፈረስ,Diigsisuu
1335,ማስፈራራት,"Doorsiisuu, Sodaachiisuu, Sossodaachiisuu"
1336,ማስፈጠር,Uumsiisuu
1337,ማስፈፀም,"Raawwachiisuu, Rawwachiisuu"
1338,ማስፋት,"Bal’dhisuu, Bal’isuu, Baldhisuu"
1339,ማስፋፋት,Babal’isuu
1340,ማረም,Aramuu
1341,ማረስ,Qotuu
1342,ማረሻ,Maarashaa
1343,ማረከ,"Boji’ee, Booji’e"
1344,ማረድ,"Qalachaa, Qaluu"
1345,ማረጋገጥ,"Mirkaneeffachuu, Mirkaneessuu"
1346,ማረጋገጫ,Mirkaneessuu
1347,ማረፊያ,"Iddoo boqonnaa, Qubannoo"
1348,ማረፍ,Boqotuu
1349,ማሪን,Kan galaanaa
1350,ማራቅ,Fageessuu
1351,ማራባት,"Horsiisuun, Wal horsiisuu"
1352,ማራት,Hagguu
1353,ማራቶን,Maaraatoona
1354,ማራኪ,Booji’aa
1355,ማራዘም,Dheereessu
1356,ማራገፍ,Buusuu
1357,ማሬ,Dameeko
1358,ማር,Damma
1359,ማርመላታ,Marmalaataa
1360,ማርሽ,Maarshii
1361,ማርከ,Qabxii
1362,ማርከፍከፍ,Firfirsuu
1363,ማርክ,Maarkii
1364,ማርዘም,Dheeressuu
1365,ማርያም,Maaramii
1366,ማርጀት,Dulloomuu
1367,ማርጠብ,Jiisuu
1368,ማርፈድ,Dubatii hafuu
1369,ማሸሽ,Dhoksuu
1370,ማሸተት,Fuunfachuu
1371,ማሸት,Sukkumuu
1372,ማሸነፍ,"Injifachuu, Injiffachuu, Mo’achuun, Mo’uu, Moo’achuu"
1373,ማሺን,Maashinii
1374,ማሻሻል,Fooyyeessuu
1375,ማሽላ,"Bishingaa, Misingaa"
1376,ማሽተት,"Fuunfachuu, Urgeeffachuu"
1377,ማሽን,Maashinii
1378,ማቀናጀት,Qindeessuu
1379,ማቀድ,Karoorfachuu
1380,ማቀጣጠል,Bobessu
1381,ማቀጣጠያ,Qabsiisftuu
1382,ማቀፍ,Hammachuu
1383,ማቃጠል,Gubuu
1384,ማቅለጥ,Baqsuu
1385,ማቅረብ,Dhiyeessuu
1386,ማቅጠን,Qallisuu
1387,ማቆሚያ,"Bufata, Dhaabduu"
1388,ማቆም,Dhaabu
1389,ማቆየት,Tursiisu
1390,ማቋረጥ,"Adda kutuu, Qaxxaamuruu"
1391,ማቋረጫ,Qaxxamurree
1392,ማበረታታት,Jajjabeessuu
1393,ማበረታቻ,Jajjabeessitu
1394,ማበረትቻ,Jajjabeesituu
1395,ማበርከት,Kennuu
1396,ማበብ,Daraaruu
1397,ማበደር,"Liqeessuu, Liqeeysuu"
1398,ማበድ,Maraachuu
1399,ማበጠሪያ,"Fiila, Filaa"
1400,ማበጥ,Xiillawuu
1401,ማቡካት,Bukeessuu
1402,ማባረር,Ari’uu
1403,ማባበል,"Sossobbii, Sossobu"
1404,ማባዛት,Baay’isuu
1405,ማብላት,Nyaachisuu
1406,ማብሰል,Bilcheessuu
1407,ማብሰያ,Iddoo itti bilcheessan
1408,ማብረር,Balaliisuu
1409,ማብራሪያ,Balaliistuu
1410,ማብራራት,Addeessu
1411,ማብራት,Ibsuu
1412,ማብሸቅ,Itti ga’isuu
1413,ማብቀል,Biqilla
1414,ማብቃት,Geessissuu
1415,ማብዛት,"Baay’isuu, Heddeessuu"
1416,ማታ,"Eda, Galgala"
1417,ማታለል,Gowwoomsuu
1418,ማታለያ,Gowwoomsituu
1419,ማትረፍረፍ,Gutanii irraa yaasuu
1420,ማትኩር,Caqasan
1421,ማትኮር,Xiyyefannaa
1422,ማነሳሳት,Kakaasu
1423,ማነስ,Xinnaachuu
1424,ማነቃነቅ,Sochoosuu
1425,ማነቅ,Hudhu
1426,ማነው?,Eenyu?
1427,ማነዉ,Eenyudha
1428,ማነጣጠፍ,Afuu
